Data/Hora,Protocolo,IP Origem,IP Destino,Tamanho
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,729
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,729
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,382
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:03:00,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,640
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,640
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,84
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,640
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,1472
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,470
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,120
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,96
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,72
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,96
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,60
2025-11-09 22:02:49,HTTPS,2600:1419:3e00:c::214:b665,fd00:0:0:1::2,72
2025-11-09 22:02:49,HTTPS,fd00:0:0:1::2,2600:1419:3e00:c::214:b665,60
2025-11-09 22:03:40,DNS,172.27.0.2,8.8.8.8,81
2025-11-09 22:03:40,DNS,8.8.8.8,172.27.0.2,85
2025-11-09 22:14:54,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:14:58,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:15:07,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:15:22,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:15:53,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:16:58,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:18:03,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:19:08,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:20:12,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:21:16,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:22:21,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:23:26,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:24:31,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:25:34,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:26:38,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:27:42,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:28:45,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:29:50,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:30:54,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:31:58,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:33:01,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:34:05,DHCP,0.0.0.0,255.255.255.255,328
2025-11-09 22:35:04,HTTP,fd00:0:0:1::2,2001:1458:201:a4::100:1a0,Fragmento HTTP,80
2025-11-09 22:35:04,HTTP,172.27.0.2,188.184.67.127,Fragmento HTTP,60
2025-11-09 22:35:04,HTTP,2001:1458:201:a4::100:1a0,fd00:0:0:1::2,Fragmento HTTP,80
2025-11-09 22:35:04,HTTP,fd00:0:0:1::2,2001:1458:201:a4::100:1a0,Fragmento HTTP,72
2025-11-09 22:35:04,HTTP,fd00:0:0:1::2,2001:1458:201:a4::100:1a0,GET /,148
2025-11-09 22:35:04,HTTP,2001:1458:201:a4::100:1a0,fd00:0:0:1::2,Fragmento HTTP,72
2025-11-09 22:35:04,HTTP,188.184.67.127,172.27.0.2,Fragmento HTTP,60
2025-11-09 22:35:04,HTTP,172.27.0.2,188.184.67.127,Fragmento HTTP,40
2025-11-09 22:35:04,HTTP,2001:1458:201:a4::100:1a0,fd00:0:0:1::2,HTTP/1.1 200 OK,950
2025-11-09 22:35:04,HTTP,fd00:0:0:1::2,2001:1458:201:a4::100:1a0,Fragmento HTTP,72
2025-11-09 22:35:04,HTTP,2001:1458:201:a4::100:1a0,fd00:0:0:1::2,Fragmento HTTP,72
2025-11-09 22:35:04,HTTP,fd00:0:0:1::2,2001:1458:201:a4::100:1a0,Fragmento HTTP,72
2025-11-09 22:35:04,HTTP,2001:1458:201:a4::100:1a0,fd00:0:0:1::2,Fragmento HTTP,72
2025-11-09 22:36:43,DNS,172.27.0.2,8.8.8.8,Query: terra.com.br,81
2025-11-09 22:36:43,DNS,8.8.8.8,172.27.0.2,Query: terra.com.br,85
